task,graph,graph_adj,graph_nl,nodes,num_nodes,num_edges,directed,question,answer,steps,cc_node_ratio,id
connected_component,"[(QCP, EDO), (EDO, KEN), (EDO, YGG), (EDO, KPX), (YGG, KPX), (YGG, QBC), (YGG, QCP), (YGG, ROZ), (KPX, ROZ), (KPX, KEN), (ROZ, YGG), (ROZ, EDO), (QBC, QCP), (QBC, ROZ)]","{QCP: [EDO],
EDO: [KEN, YGG, KPX],
KEN: [],
YGG: [KPX, QBC, QCP, ROZ],
KPX: [ROZ, KEN],
ROZ: [YGG, EDO],
QBC: [QCP, ROZ]}","Node QCP is connected to node EDO.
Node EDO is connected to nodes KEN, YGG, KPX.
Node YGG is connected to nodes KPX, QBC, QCP, ROZ.
Node KPX is connected to nodes ROZ, KEN.
Node ROZ is connected to nodes YGG, EDO.
Node QBC is connected to nodes QCP, ROZ.","[KEN, QCP, KPX, YGG, ROZ, QBC, EDO]",7,14,True,Find the strongly connected component containing node YGG. ,"[QBC, ROZ, KPX, EDO, QCP, YGG]","Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node YGG.
Visit neighbor node QCP.
Search from node QCP.
Visit neighbor node EDO.
Search from node EDO.
Visit neighbor node KEN.
Search from node KEN.
Node KEN is a root node, find a new strongly connected component: [KEN].
Visit neighbor node KPX.
Search from node KPX.
Visit neighbor node ROZ.
Search from node ROZ.
Visit neighbor node QBC.
Search from node QBC.
Node YGG is a root node, find a new strongly connected component: [QBC, ROZ, KPX, EDO, QCP, YGG].
So the strongly connected component containing node YGG is ",0.8571428571428571,44
connected_component,"[(BEZ, HFP), (BEZ, EIM), (HFP, JPM), (EIM, JPM), (EIM, BEZ), (EIM, HFP), (JPM, YDV), (JPM, JQR), (JPM, EIM), (YDV, LGH), (YDV, HFP), (YDV, EIM)]","{BEZ: [HFP, EIM],
HFP: [JPM],
EIM: [JPM, BEZ, HFP],
JPM: [YDV, JQR, EIM],
YDV: [LGH, HFP, EIM],
JQR: [],
LGH: []}","Node BEZ is connected to nodes HFP, EIM.
Node HFP is connected to node JPM.
Node EIM is connected to nodes JPM, BEZ, HFP.
Node JPM is connected to nodes YDV, JQR, EIM.
Node YDV is connected to nodes LGH, HFP, EIM.","[EIM, JQR, YDV, HFP, BEZ, JPM, LGH]",7,12,True,Find the strongly connected component containing node JQR. ,[JQR],"Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node JQR.
Node JQR is a root node, find a new strongly connected component: [JQR].
So the strongly connected component containing node JQR is ",0.1428571428571428,45
connected_component,"[(SCJ, CBV), (SCJ, IMM), (CBV, SCJ), (CBV, LYG), (LYG, VWU), (LYG, OVJ), (LYG, IMM), (LYG, SCJ), (VWU, IMM), (OVJ, SCJ), (OVJ, LYG), (OVJ, VWU)]","{SCJ: [CBV, IMM],
CBV: [SCJ, LYG],
IMM: [],
LYG: [VWU, OVJ, IMM, SCJ],
VWU: [IMM],
OVJ: [SCJ, LYG, VWU]}","Node SCJ is connected to nodes CBV, IMM.
Node CBV is connected to nodes SCJ, LYG.
Node LYG is connected to nodes VWU, OVJ, IMM, SCJ.
Node VWU is connected to node IMM.
Node OVJ is connected to nodes SCJ, LYG, VWU.","[OVJ, VWU, LYG, IMM, SCJ, CBV]",6,12,True,Find the strongly connected component containing node LYG. ,"[CBV, SCJ, OVJ, LYG]","Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node LYG.
Visit neighbor node OVJ.
Search from node OVJ.
Visit neighbor node VWU.
Search from node VWU.
Visit neighbor node IMM.
Search from node IMM.
Node IMM is a root node, find a new strongly connected component: [IMM].
Node VWU is a root node, find a new strongly connected component: [VWU].
Visit neighbor node SCJ.
Search from node SCJ.
Visit neighbor node CBV.
Search from node CBV.
Node LYG is a root node, find a new strongly connected component: [CBV, SCJ, OVJ, LYG].
So the strongly connected component containing node LYG is ",0.6666666666666666,46
connected_component,"[(HXI, JEQ), (HXI, VQQ), (JEQ, VLI), (VQQ, FRI), (VLI, FTH), (FRI, FTH)]","{HXI: [JEQ, VQQ],
JEQ: [HXI, VLI],
VQQ: [HXI, FRI],
VLI: [JEQ, FTH],
FRI: [VQQ, FTH],
FTH: [FRI, VLI]}","Node HXI is connected to nodes JEQ, VQQ.
Node JEQ is connected to nodes HXI, VLI.
Node VQQ is connected to nodes HXI, FRI.
Node VLI is connected to nodes JEQ, FTH.
Node FRI is connected to nodes VQQ, FTH.
Node FTH is connected to nodes FRI, VLI.","[FRI, JEQ, VLI, VQQ, FTH, HXI]",6,6,False,Find the connected component containing node VLI. ,"[VLI, FTH, FRI, VQQ, HXI, JEQ]","Let's find the connected component step by step, and we can use Depth-First Search.
Visit node VLI, add it to the connected component. The current connected component is [VLI].
Visit node FTH, add it to the connected component. The current connected component is [VLI, FTH].
Visit node FRI, add it to the connected component. The current connected component is [VLI, FTH, FRI].
Visit node VQQ, add it to the connected component. The current connected component is [VLI, FTH, FRI, VQQ].
Visit node HXI, add it to the connected component. The current connected component is [VLI, FTH, FRI, VQQ, HXI].
Visit node JEQ, add it to the connected component. The current connected component is [VLI, FTH, FRI, VQQ, HXI, JEQ].
Thus, the connected component containing node VLI is ",1.0,47
connected_component,"[(DDR, VCJ), (DDR, VIE), (DDR, SKX), (DDR, LZL), (VIE, SKX), (VIE, KNS), (VIE, LZL), (VIE, DDR), (VIE, VCJ), (SKX, DDR), (SKX, VIE), (LZL, DDR), (LZL, KNS), (KNS, LZL), (KNS, DDR)]","{DDR: [VCJ, VIE, SKX, LZL],
VCJ: [],
VIE: [SKX, KNS, LZL, DDR, VCJ],
SKX: [DDR, VIE],
LZL: [DDR, KNS],
KNS: [LZL, DDR]}","Node DDR is connected to nodes VCJ, VIE, SKX, LZL.
Node VIE is connected to nodes SKX, KNS, LZL, DDR, VCJ.
Node SKX is connected to nodes DDR, VIE.
Node LZL is connected to nodes DDR, KNS.
Node KNS is connected to nodes LZL, DDR.","[VCJ, LZL, DDR, SKX, KNS, VIE]",6,15,True,Find the strongly connected component containing node SKX. ,"[VIE, KNS, LZL, DDR, SKX]","Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node SKX.
Visit neighbor node DDR.
Search from node DDR.
Visit neighbor node VCJ.
Search from node VCJ.
Node VCJ is a root node, find a new strongly connected component: [VCJ].
Visit neighbor node LZL.
Search from node LZL.
Visit neighbor node KNS.
Search from node KNS.
Visit neighbor node VIE.
Search from node VIE.
Node SKX is a root node, find a new strongly connected component: [VIE, KNS, LZL, DDR, SKX].
So the strongly connected component containing node SKX is ",0.8333333333333334,48
connected_component,"[(OCI, LZA), (LZA, EJN), (WGE, EJN), (EJN, LZA), (QEK, LZA), (QEK, OCI), (QEK, WGE), (JPP, EJN), (JPP, QEK)]","{OCI: [LZA],
LZA: [EJN],
WGE: [EJN],
EJN: [LZA],
QEK: [LZA, OCI, WGE],
JPP: [EJN, QEK]}","Node OCI is connected to node LZA.
Node LZA is connected to node EJN.
Node WGE is connected to node EJN.
Node EJN is connected to node LZA.
Node QEK is connected to nodes LZA, OCI, WGE.
Node JPP is connected to nodes EJN, QEK.","[QEK, EJN, WGE, OCI, LZA, JPP]",6,9,True,Find the strongly connected component containing node OCI. ,[OCI],"Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node OCI.
Visit neighbor node LZA.
Search from node LZA.
Visit neighbor node EJN.
Search from node EJN.
Node LZA is a root node, find a new strongly connected component: [EJN, LZA].
Node OCI is a root node, find a new strongly connected component: [OCI].
So the strongly connected component containing node OCI is ",0.1666666666666666,49
connected_component,"[(XPK, YMC), (XPK, BIX), (XPK, YYD), (YMC, JWL), (BIX, JWL), (BIX, XPK), (BIX, YMC), (JWL, XPK)]","{XPK: [YMC, BIX, YYD],
YMC: [JWL],
BIX: [JWL, XPK, YMC],
YYD: [],
JWL: [XPK]}","Node XPK is connected to nodes YMC, BIX, YYD.
Node YMC is connected to node JWL.
Node BIX is connected to nodes JWL, XPK, YMC.
Node JWL is connected to node XPK.","[YMC, YYD, JWL, BIX, XPK]",5,8,True,Find the strongly connected component containing node YYD. ,[YYD],"Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node YYD.
Node YYD is a root node, find a new strongly connected component: [YYD].
So the strongly connected component containing node YYD is ",0.2,50
connected_component,"[(IYL, CJB), (IYL, YXC), (IYL, LHU), (CJB, IYL), (YXC, AEA), (YXC, WMQ), (LHU, AEA), (LHU, WMQ), (LHU, IYL), (AEA, WMQ), (AEA, IYL), (AEA, YXC)]","{IYL: [CJB, YXC, LHU],
CJB: [IYL],
YXC: [AEA, WMQ],
LHU: [AEA, WMQ, IYL],
AEA: [WMQ, IYL, YXC],
WMQ: []}","Node IYL is connected to nodes CJB, YXC, LHU.
Node CJB is connected to node IYL.
Node YXC is connected to nodes AEA, WMQ.
Node LHU is connected to nodes AEA, WMQ, IYL.
Node AEA is connected to nodes WMQ, IYL, YXC.","[LHU, IYL, AEA, YXC, CJB, WMQ]",6,12,True,Find the strongly connected component containing node LHU. ,"[CJB, AEA, YXC, IYL, LHU]","Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node LHU.
Visit neighbor node IYL.
Search from node IYL.
Visit neighbor node YXC.
Search from node YXC.
Visit neighbor node AEA.
Search from node AEA.
Visit neighbor node WMQ.
Search from node WMQ.
Node WMQ is a root node, find a new strongly connected component: [WMQ].
Visit neighbor node CJB.
Search from node CJB.
Node LHU is a root node, find a new strongly connected component: [CJB, AEA, YXC, IYL, LHU].
So the strongly connected component containing node LHU is ",0.8333333333333334,51
connected_component,"[(SUP, TUF), (SUP, QXD), (TUF, IPR), (TUF, SUP), (QXD, EGI), (QXD, TUF), (IPR, TUF), (EGI, SUP), (AXG, SUP), (AXG, TUF), (AXG, EGI)]","{SUP: [TUF, QXD],
TUF: [IPR, SUP],
QXD: [EGI, TUF],
IPR: [TUF],
EGI: [SUP],
AXG: [SUP, TUF, EGI]}","Node SUP is connected to nodes TUF, QXD.
Node TUF is connected to nodes IPR, SUP.
Node QXD is connected to nodes EGI, TUF.
Node IPR is connected to node TUF.
Node EGI is connected to node SUP.
Node AXG is connected to nodes SUP, TUF, EGI.","[IPR, SUP, AXG, TUF, QXD, EGI]",6,11,True,Find the strongly connected component containing node TUF. ,"[EGI, QXD, SUP, IPR, TUF]","Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node TUF.
Visit neighbor node IPR.
Search from node IPR.
Visit neighbor node SUP.
Search from node SUP.
Visit neighbor node QXD.
Search from node QXD.
Visit neighbor node EGI.
Search from node EGI.
Node TUF is a root node, find a new strongly connected component: [EGI, QXD, SUP, IPR, TUF].
So the strongly connected component containing node TUF is ",0.8333333333333334,52
connected_component,"[(YWH, DIG), (YWH, GTM), (YWH, XSU), (GTM, VNU), (GTM, VXE), (XSU, DIG), (VNU, VXE), (VNU, DIG), (VNU, GTM), (VNU, XSU), (VXE, DIG), (VXE, XSU)]","{YWH: [DIG, GTM, XSU],
DIG: [],
GTM: [VNU, VXE],
XSU: [DIG],
VNU: [VXE, DIG, GTM, XSU],
VXE: [DIG, XSU]}","Node YWH is connected to nodes DIG, GTM, XSU.
Node GTM is connected to nodes VNU, VXE.
Node XSU is connected to node DIG.
Node VNU is connected to nodes VXE, DIG, GTM, XSU.
Node VXE is connected to nodes DIG, XSU.","[DIG, YWH, XSU, GTM, VNU, VXE]",6,12,True,Find the strongly connected component containing node VXE. ,[VXE],"Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node VXE.
Visit neighbor node DIG.
Search from node DIG.
Node DIG is a root node, find a new strongly connected component: [DIG].
Visit neighbor node XSU.
Search from node XSU.
Node XSU is a root node, find a new strongly connected component: [XSU].
Node VXE is a root node, find a new strongly connected component: [VXE].
So the strongly connected component containing node VXE is ",0.1666666666666666,53
connected_component,"[(MBY, FBJ), (MBY, PFK), (FBJ, OGT), (FBJ, OFT), (PFK, OGT), (PFK, FBJ), (OFT, OGT)]","{MBY: [FBJ, PFK],
FBJ: [OGT, OFT],
PFK: [OGT, FBJ],
OFT: [OGT],
OGT: []}","Node MBY is connected to nodes FBJ, PFK.
Node FBJ is connected to nodes OGT, OFT.
Node PFK is connected to nodes OGT, FBJ.
Node OFT is connected to node OGT.","[PFK, OGT, FBJ, MBY, OFT]",5,7,True,Find the strongly connected component containing node MBY. ,[MBY],"Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node MBY.
Visit neighbor node PFK.
Search from node PFK.
Visit neighbor node OGT.
Search from node OGT.
Node OGT is a root node, find a new strongly connected component: [OGT].
Visit neighbor node FBJ.
Search from node FBJ.
Visit neighbor node OFT.
Search from node OFT.
Node OFT is a root node, find a new strongly connected component: [OFT].
Node FBJ is a root node, find a new strongly connected component: [FBJ].
Node PFK is a root node, find a new strongly connected component: [PFK].
Node MBY is a root node, find a new strongly connected component: [MBY].
So the strongly connected component containing node MBY is ",0.2,54
connected_component,"[(MQA, HWD), (HWD, OXQ), (OXQ, HWD), (OXQ, MQA), (WDQ, MQA), (WDQ, OXQ), (PFR, HWD), (PFR, MQA)]","{MQA: [HWD],
HWD: [OXQ],
OXQ: [HWD, MQA],
WDQ: [MQA, OXQ],
PFR: [HWD, MQA]}","Node MQA is connected to node HWD.
Node HWD is connected to node OXQ.
Node OXQ is connected to nodes HWD, MQA.
Node WDQ is connected to nodes MQA, OXQ.
Node PFR is connected to nodes HWD, MQA.","[OXQ, PFR, HWD, MQA, WDQ]",5,8,True,Find the strongly connected component containing node OXQ. ,"[MQA, HWD, OXQ]","Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node OXQ.
Visit neighbor node HWD.
Search from node HWD.
Visit neighbor node MQA.
Search from node MQA.
Node OXQ is a root node, find a new strongly connected component: [MQA, HWD, OXQ].
So the strongly connected component containing node OXQ is ",0.6,55
connected_component,"[(DTC, OZK), (DTC, XBI), (DTC, KOI), (OZK, PDL), (OZK, KOI), (XBI, KOI), (XBI, DTC), (PDL, KOI), (PDL, DTC), (PDL, OZK)]","{DTC: [OZK, XBI, KOI],
OZK: [PDL, KOI],
XBI: [KOI, DTC],
KOI: [],
PDL: [KOI, DTC, OZK]}","Node DTC is connected to nodes OZK, XBI, KOI.
Node OZK is connected to nodes PDL, KOI.
Node XBI is connected to nodes KOI, DTC.
Node PDL is connected to nodes KOI, DTC, OZK.","[KOI, OZK, PDL, XBI, DTC]",5,10,True,Find the strongly connected component containing node XBI. ,"[PDL, OZK, DTC, XBI]","Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node XBI.
Visit neighbor node KOI.
Search from node KOI.
Node KOI is a root node, find a new strongly connected component: [KOI].
Visit neighbor node DTC.
Search from node DTC.
Visit neighbor node OZK.
Search from node OZK.
Visit neighbor node PDL.
Search from node PDL.
Node XBI is a root node, find a new strongly connected component: [PDL, OZK, DTC, XBI].
So the strongly connected component containing node XBI is ",0.8,56
connected_component,"[(ERK, TXW), (ERK, TRK), (TXW, CPM), (TRK, SBR), (CPM, SBR), (CPM, IIN), (IIN, DHE)]","{ERK: [TXW, TRK],
TXW: [ERK, CPM],
TRK: [ERK, SBR],
CPM: [TXW, SBR, IIN],
SBR: [TRK, CPM],
IIN: [CPM, DHE],
DHE: [IIN]}","Node ERK is connected to nodes TXW, TRK.
Node TXW is connected to nodes ERK, CPM.
Node TRK is connected to nodes ERK, SBR.
Node CPM is connected to nodes TXW, SBR, IIN.
Node SBR is connected to nodes TRK, CPM.
Node IIN is connected to nodes CPM, DHE.
Node DHE is connected to node IIN.","[CPM, DHE, IIN, SBR, TRK, TXW, ERK]",7,7,False,Find the connected component containing node TRK. ,"[TRK, ERK, TXW, CPM, SBR, IIN, DHE]","Let's find the connected component step by step, and we can use Depth-First Search.
Visit node TRK, add it to the connected component. The current connected component is [TRK].
Visit node ERK, add it to the connected component. The current connected component is [TRK, ERK].
Visit node TXW, add it to the connected component. The current connected component is [TRK, ERK, TXW].
Visit node CPM, add it to the connected component. The current connected component is [TRK, ERK, TXW, CPM].
Visit node SBR, add it to the connected component. The current connected component is [TRK, ERK, TXW, CPM, SBR].
Visit node IIN, add it to the connected component. The current connected component is [TRK, ERK, TXW, CPM, SBR, IIN].
Visit node DHE, add it to the connected component. The current connected component is [TRK, ERK, TXW, CPM, SBR, IIN, DHE].
Thus, the connected component containing node TRK is ",1.0,57
connected_component,"[(RXJ, NHS), (NHS, BVH), (NHS, ULK), (ORM, ULK), (BVH, GKL), (BVH, ORM), (GKL, ULK), (GKL, ORM), (GKL, NHS), (EGR, ULK), (EGR, ORM)]","{RXJ: [NHS],
NHS: [BVH, ULK],
ORM: [ULK],
ULK: [],
BVH: [GKL, ORM],
GKL: [ULK, ORM, NHS],
EGR: [ULK, ORM]}","Node RXJ is connected to node NHS.
Node NHS is connected to nodes BVH, ULK.
Node ORM is connected to node ULK.
Node BVH is connected to nodes GKL, ORM.
Node GKL is connected to nodes ULK, ORM, NHS.
Node EGR is connected to nodes ULK, ORM.","[RXJ, ULK, ORM, NHS, GKL, EGR, BVH]",7,11,True,Find the strongly connected component containing node GKL. ,"[BVH, NHS, GKL]","Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node GKL.
Visit neighbor node ULK.
Search from node ULK.
Node ULK is a root node, find a new strongly connected component: [ULK].
Visit neighbor node ORM.
Search from node ORM.
Node ORM is a root node, find a new strongly connected component: [ORM].
Visit neighbor node NHS.
Search from node NHS.
Visit neighbor node BVH.
Search from node BVH.
Node GKL is a root node, find a new strongly connected component: [BVH, NHS, GKL].
So the strongly connected component containing node GKL is ",0.4285714285714285,58
connected_component,"[(LAT, AMA), (LAT, DVA), (LAT, JXV), (AMA, JXV), (AMA, IKS), (DVA, JXV), (DVA, PNS), (DVA, MLR), (JXV, MLR), (JXV, DVA), (IKS, AMA), (IKS, LAT), (IKS, PNS), (MLR, AMA), (MLR, DVA)]","{LAT: [AMA, DVA, JXV],
AMA: [JXV, IKS],
DVA: [JXV, PNS, MLR],
JXV: [MLR, DVA],
IKS: [AMA, LAT, PNS],
PNS: [],
MLR: [AMA, DVA]}","Node LAT is connected to nodes AMA, DVA, JXV.
Node AMA is connected to nodes JXV, IKS.
Node DVA is connected to nodes JXV, PNS, MLR.
Node JXV is connected to nodes MLR, DVA.
Node IKS is connected to nodes AMA, LAT, PNS.
Node MLR is connected to nodes AMA, DVA.","[PNS, LAT, MLR, DVA, AMA, JXV, IKS]",7,15,True,Find the strongly connected component containing node MLR. ,"[LAT, IKS, AMA, JXV, DVA, MLR]","Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node MLR.
Visit neighbor node DVA.
Search from node DVA.
Visit neighbor node PNS.
Search from node PNS.
Node PNS is a root node, find a new strongly connected component: [PNS].
Visit neighbor node JXV.
Search from node JXV.
Visit neighbor node AMA.
Search from node AMA.
Visit neighbor node IKS.
Search from node IKS.
Visit neighbor node LAT.
Search from node LAT.
Node MLR is a root node, find a new strongly connected component: [LAT, IKS, AMA, JXV, DVA, MLR].
So the strongly connected component containing node MLR is ",0.8571428571428571,59
connected_component,"[(PDK, NSE), (PDK, PSG), (NSE, YUB), (NSE, PDK), (YUB, NJB), (NJB, PSG), (NJB, PDK), (NJB, NSE), (MVF, PSG), (MVF, PDK)]","{PDK: [NSE, PSG],
NSE: [YUB, PDK],
PSG: [],
YUB: [NJB],
NJB: [PSG, PDK, NSE],
MVF: [PSG, PDK]}","Node PDK is connected to nodes NSE, PSG.
Node NSE is connected to nodes YUB, PDK.
Node YUB is connected to node NJB.
Node NJB is connected to nodes PSG, PDK, NSE.
Node MVF is connected to nodes PSG, PDK.","[MVF, NJB, PSG, PDK, YUB, NSE]",6,10,True,Find the strongly connected component containing node NSE. ,"[NJB, YUB, PDK, NSE]","Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node NSE.
Visit neighbor node PDK.
Search from node PDK.
Visit neighbor node PSG.
Search from node PSG.
Node PSG is a root node, find a new strongly connected component: [PSG].
Visit neighbor node YUB.
Search from node YUB.
Visit neighbor node NJB.
Search from node NJB.
Node NSE is a root node, find a new strongly connected component: [NJB, YUB, PDK, NSE].
So the strongly connected component containing node NSE is ",0.6666666666666666,60
connected_component,"[(AEJ, MFI), (AEJ, LHG), (MFI, WLW), (MFI, UHM), (MFI, AEJ), (WLW, MFI), (UHM, LHG), (UHM, MFI), (UHM, WLW)]","{AEJ: [MFI, LHG],
MFI: [WLW, UHM, AEJ],
LHG: [],
WLW: [MFI],
UHM: [LHG, MFI, WLW]}","Node AEJ is connected to nodes MFI, LHG.
Node MFI is connected to nodes WLW, UHM, AEJ.
Node WLW is connected to node MFI.
Node UHM is connected to nodes LHG, MFI, WLW.","[MFI, LHG, WLW, AEJ, UHM]",5,9,True,Find the strongly connected component containing node MFI. ,"[UHM, AEJ, WLW, MFI]","Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node MFI.
Visit neighbor node WLW.
Search from node WLW.
Visit neighbor node AEJ.
Search from node AEJ.
Visit neighbor node LHG.
Search from node LHG.
Node LHG is a root node, find a new strongly connected component: [LHG].
Visit neighbor node UHM.
Search from node UHM.
Node MFI is a root node, find a new strongly connected component: [UHM, AEJ, WLW, MFI].
So the strongly connected component containing node MFI is ",0.8,61
connected_component,"[(YTQ, IVF), (IVF, YIW), (IVF, TFC), (IVF, KWP), (IVF, YTQ), (YIW, TFC), (YIW, KWP), (TFC, KWP), (TFC, YTQ), (TFC, IVF)]","{YTQ: [IVF],
IVF: [YIW, TFC, KWP, YTQ],
YIW: [TFC, KWP],
TFC: [KWP, YTQ, IVF],
KWP: []}","Node YTQ is connected to node IVF.
Node IVF is connected to nodes YIW, TFC, KWP, YTQ.
Node YIW is connected to nodes TFC, KWP.
Node TFC is connected to nodes KWP, YTQ, IVF.","[TFC, IVF, YTQ, YIW, KWP]",5,10,True,Find the strongly connected component containing node YIW. ,"[YTQ, IVF, TFC, YIW]","Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node YIW.
Visit neighbor node TFC.
Search from node TFC.
Visit neighbor node IVF.
Search from node IVF.
Visit neighbor node YTQ.
Search from node YTQ.
Visit neighbor node KWP.
Search from node KWP.
Node KWP is a root node, find a new strongly connected component: [KWP].
Node YIW is a root node, find a new strongly connected component: [YTQ, IVF, TFC, YIW].
So the strongly connected component containing node YIW is ",0.8,62
connected_component,"[(JED, SIE), (SIE, TYJ), (VZE, GRY), (VZE, TYJ), (VZE, SIE), (VZE, RCW), (TYJ, SIE), (TYJ, RCW), (TYJ, JED)]","{JED: [SIE],
SIE: [TYJ],
VZE: [GRY, TYJ, SIE, RCW],
GRY: [],
TYJ: [SIE, RCW, JED],
RCW: []}","Node JED is connected to node SIE.
Node SIE is connected to node TYJ.
Node VZE is connected to nodes GRY, TYJ, SIE, RCW.
Node TYJ is connected to nodes SIE, RCW, JED.","[SIE, TYJ, VZE, RCW, JED, GRY]",6,9,True,Find the strongly connected component containing node RCW. ,[RCW],"Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node RCW.
Node RCW is a root node, find a new strongly connected component: [RCW].
So the strongly connected component containing node RCW is ",0.1666666666666666,63
connected_component,"[(QDZ, ZHA), (QDZ, GQA), (QDZ, PZJ), (QDZ, UBD), (QDZ, YDL), (ZHA, UBD), (PZJ, VEE), (PZJ, ZHA), (PZJ, GQA), (UBD, VEE), (UBD, PZJ), (YDL, ZHA), (VEE, ZHA)]","{QDZ: [ZHA, GQA, PZJ, UBD, YDL],
ZHA: [UBD],
GQA: [],
PZJ: [VEE, ZHA, GQA],
UBD: [VEE, PZJ],
YDL: [ZHA],
VEE: [ZHA]}","Node QDZ is connected to nodes ZHA, GQA, PZJ, UBD, YDL.
Node ZHA is connected to node UBD.
Node PZJ is connected to nodes VEE, ZHA, GQA.
Node UBD is connected to nodes VEE, PZJ.
Node YDL is connected to node ZHA.
Node VEE is connected to node ZHA.","[GQA, QDZ, YDL, VEE, UBD, PZJ, ZHA]",7,13,True,Find the strongly connected component containing node UBD. ,"[PZJ, ZHA, VEE, UBD]","Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node UBD.
Visit neighbor node VEE.
Search from node VEE.
Visit neighbor node ZHA.
Search from node ZHA.
Visit neighbor node PZJ.
Search from node PZJ.
Visit neighbor node GQA.
Search from node GQA.
Node GQA is a root node, find a new strongly connected component: [GQA].
Node UBD is a root node, find a new strongly connected component: [PZJ, ZHA, VEE, UBD].
So the strongly connected component containing node UBD is ",0.5714285714285714,64
connected_component,"[(UKN, DHU), (UKN, HIV), (UKN, PAR), (DHU, NNM), (HIV, PAR), (PAR, NNM), (NNM, DHU), (NNM, QQK), (QQK, PAR), (QQK, DHU), (NPJ, NNM), (NPJ, UKN), (NPJ, DHU)]","{UKN: [DHU, HIV, PAR],
DHU: [NNM],
HIV: [PAR],
PAR: [NNM],
NNM: [DHU, QQK],
QQK: [PAR, DHU],
NPJ: [NNM, UKN, DHU]}","Node UKN is connected to nodes DHU, HIV, PAR.
Node DHU is connected to node NNM.
Node HIV is connected to node PAR.
Node PAR is connected to node NNM.
Node NNM is connected to nodes DHU, QQK.
Node QQK is connected to nodes PAR, DHU.
Node NPJ is connected to nodes NNM, UKN, DHU.","[QQK, NNM, DHU, PAR, NPJ, HIV, UKN]",7,13,True,Find the strongly connected component containing node NPJ. ,[NPJ],"Let's find the strongly connected component step by step, and we can use the Tarjan algorithm.
Search from node NPJ.
Visit neighbor node NNM.
Search from node NNM.
Visit neighbor node QQK.
Search from node QQK.
Visit neighbor node DHU.
Search from node DHU.
Visit neighbor node PAR.
Search from node PAR.
Node NNM is a root node, find a new strongly connected component: [PAR, DHU, QQK, NNM].
Visit neighbor node UKN.
Search from node UKN.
Visit neighbor node HIV.
Search from node HIV.
Node HIV is a root node, find a new strongly connected component: [HIV].
Node UKN is a root node, find a new strongly connected component: [UKN].
Node NPJ is a root node, find a new strongly connected component: [NPJ].
So the strongly connected component containing node NPJ is ",0.1428571428571428,65
connected_component,"[(PUH, KAZ), (PUH, DHR), (PUH, XBD), (PUH, RMS), (KAZ, XBD), (DHR, XBD), (DHR, KKD), (XBD, KKD), (XBD, LEE), (XBD, RMS)]","{PUH: [KAZ, DHR, XBD, RMS],
KAZ: [PUH, XBD],
DHR: [PUH, XBD, KKD],
XBD: [PUH, KAZ, KKD, DHR, LEE, RMS],
RMS: [PUH, XBD],
KKD: [XBD, DHR],
LEE: [XBD]}","Node PUH is connected to nodes KAZ, DHR, XBD, RMS.
Node KAZ is connected to nodes PUH, XBD.
Node DHR is connected to nodes PUH, XBD, KKD.
Node XBD is connected to nodes PUH, KAZ, KKD, DHR, LEE, RMS.
Node RMS is connected to nodes PUH, XBD.
Node KKD is connected to nodes XBD, DHR.
Node LEE is connected to node XBD.","[DHR, PUH, RMS, XBD, KKD, LEE, KAZ]",7,10,False,Find the connected component containing node DHR. ,"[DHR, KKD, XBD, KAZ, PUH, RMS, LEE]","Let's find the connected component step by step, and we can use Depth-First Search.
Visit node DHR, add it to the connected component. The current connected component is [DHR].
Visit node KKD, add it to the connected component. The current connected component is [DHR, KKD].
Visit node XBD, add it to the connected component. The current connected component is [DHR, KKD, XBD].
Visit node KAZ, add it to the connected component. The current connected component is [DHR, KKD, XBD, KAZ].
Visit node PUH, add it to the connected component. The current connected component is [DHR, KKD, XBD, KAZ, PUH].
Visit node RMS, add it to the connected component. The current connected component is [DHR, KKD, XBD, KAZ, PUH, RMS].
Visit node LEE, add it to the connected component. The current connected component is [DHR, KKD, XBD, KAZ, PUH, RMS, LEE].
Thus, the connected component containing node DHR is ",1.0,66
