task,graph,graph_adj,graph_nl,nodes,num_nodes,num_edges,directed,question,answer,steps,n1,n2,id
bipartite,"[(LTI, SIF), (LTI, DUU), (LTI, TNB), (LTI, XRX), (LTI, CBM), (LTI, SHA), (ASW, TGF), (ASW, SHA), (VRQ, SIF), (VRQ, DUU), (BVR, DUU), (BVR, BPI), (BVR, CBM), (BVR, SHA), (FAA, SIF), (FAA, TNB), (FAA, SHA), (LGU, SIF), (LGU, TNB), (LGU, BIJ), (LGU, CBM)]","{LTI: [SIF, DUU, TNB, XRX, CBM, SHA],
ASW: [TGF, SHA],
VRQ: [SIF, DUU],
BVR: [DUU, BPI, CBM, SHA],
FAA: [SIF, TNB, SHA],
LGU: [SIF, TNB, BIJ, CBM],
SIF: [LTI, VRQ, FAA, LGU],
DUU: [LTI, VRQ, BVR],
TNB: [LTI, FAA, LGU],
BIJ: [LGU],
XRX: [LTI],
BPI: [BVR],
TGF: [ASW],
CBM: [LTI, BVR, LGU],
SHA: [LTI, ASW, BVR, FAA]}","Node LTI is connected to nodes SIF, DUU, TNB, XRX, CBM, SHA.
Node ASW is connected to nodes TGF, SHA.
Node VRQ is connected to nodes SIF, DUU.
Node BVR is connected to nodes DUU, BPI, CBM, SHA.
Node FAA is connected to nodes SIF, TNB, SHA.
Node LGU is connected to nodes SIF, TNB, BIJ, CBM.
Node SIF is connected to nodes LTI, VRQ, FAA, LGU.
Node DUU is connected to nodes LTI, VRQ, BVR.
Node TNB is connected to nodes LTI, FAA, LGU.
Node BIJ is connected to node LGU.
Node XRX is connected to node LTI.
Node BPI is connected to node BVR.
Node TGF is connected to node ASW.
Node CBM is connected to nodes LTI, BVR, LGU.
Node SHA is connected to nodes LTI, ASW, BVR, FAA.","[LTI, ASW, VRQ, BVR, FAA, LGU, SIF, DUU, TNB, BIJ, XRX, BPI, TGF, CBM, SHA]",15,21,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: LTI ASW VRQ BVR FAA LGU.
Nodes set 2 contains: SIF DUU TNB BIJ XRX BPI TGF CBM SHA.","[(LTI, XRX), (ASW, TGF), (VRQ, DUU), (BVR, BPI), (FAA, TNB), (LGU, SIF)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node LTI. Updated matching: {SIF: LTI}.
Search from node ASW. Updated matching: {SIF: LTI, TGF: ASW}.
Search from node VRQ. Updated matching: {SIF: VRQ, TGF: ASW, DUU: LTI}.
Search from node BVR. Updated matching: {SIF: VRQ, TGF: ASW, DUU: BVR, TNB: LTI}.
Search from node FAA. Updated matching: {SIF: FAA, TGF: ASW, DUU: VRQ, TNB: LTI, BPI: BVR}.
Search from node LGU. Updated matching: {SIF: LGU, TGF: ASW, DUU: VRQ, TNB: FAA, BPI: BVR, XRX: LTI}.
So the maximum matching is ",6,9,52
bipartite,"[(OTL, LHF), (OTL, VII), (OTL, SZP), (OTL, JKN), (LQG, GPO), (MYZ, YVL), (MYZ, MLT), (ADZ, QHX), (ADZ, UGJ), (ADZ, JKN), (EDW, YVL), (EDW, QHX), (EDW, VII), (EDW, MLT), (EDW, SZP), (EDW, UGJ), (VBH, VII), (VBH, GPO)]","{OTL: [LHF, VII, SZP, JKN],
LQG: [GPO],
MYZ: [YVL, MLT],
ADZ: [QHX, UGJ, JKN],
EDW: [YVL, QHX, VII, MLT, SZP, UGJ],
VBH: [VII, GPO],
LHF: [OTL],
YVL: [MYZ, EDW],
QHX: [ADZ, EDW],
VII: [OTL, EDW, VBH],
MLT: [MYZ, EDW],
GPO: [LQG, VBH],
SZP: [OTL, EDW],
UGJ: [ADZ, EDW],
JKN: [OTL, ADZ]}","Node OTL is connected to nodes LHF, VII, SZP, JKN.
Node LQG is connected to node GPO.
Node MYZ is connected to nodes YVL, MLT.
Node ADZ is connected to nodes QHX, UGJ, JKN.
Node EDW is connected to nodes YVL, QHX, VII, MLT, SZP, UGJ.
Node VBH is connected to nodes VII, GPO.
Node LHF is connected to node OTL.
Node YVL is connected to nodes MYZ, EDW.
Node QHX is connected to nodes ADZ, EDW.
Node VII is connected to nodes OTL, EDW, VBH.
Node MLT is connected to nodes MYZ, EDW.
Node GPO is connected to nodes LQG, VBH.
Node SZP is connected to nodes OTL, EDW.
Node UGJ is connected to nodes ADZ, EDW.
Node JKN is connected to nodes OTL, ADZ.","[OTL, LQG, MYZ, ADZ, EDW, VBH, LHF, YVL, QHX, VII, MLT, GPO, SZP, UGJ, JKN]",15,18,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: OTL LQG MYZ ADZ EDW VBH.
Nodes set 2 contains: LHF YVL QHX VII MLT GPO SZP UGJ JKN.","[(OTL, LHF), (LQG, GPO), (MYZ, MLT), (ADZ, QHX), (EDW, YVL), (VBH, VII)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node OTL. Updated matching: {LHF: OTL}.
Search from node LQG. Updated matching: {LHF: OTL, GPO: LQG}.
Search from node MYZ. Updated matching: {LHF: OTL, GPO: LQG, YVL: MYZ}.
Search from node ADZ. Updated matching: {LHF: OTL, GPO: LQG, YVL: MYZ, QHX: ADZ}.
Search from node EDW. Updated matching: {LHF: OTL, GPO: LQG, YVL: EDW, QHX: ADZ, MLT: MYZ}.
Search from node VBH. Updated matching: {LHF: OTL, GPO: LQG, YVL: EDW, QHX: ADZ, MLT: MYZ, VII: VBH}.
So the maximum matching is ",6,9,53
bipartite,"[(GWN, OTA), (GWN, JPO), (GWN, VIL), (GWN, QQW), (GWN, SSX), (CZM, NFQ), (CZM, OSI), (UUL, TVD), (UUL, JPO), (UUL, SSX), (ACV, TVD), (ACV, DZC), (ACV, OTA), (ACV, NFQ), (ACV, SSX)]","{GWN: [OTA, JPO, VIL, QQW, SSX],
CZM: [NFQ, OSI],
UUL: [TVD, JPO, SSX],
ACV: [TVD, DZC, OTA, NFQ, SSX],
TVD: [UUL, ACV],
DZC: [ACV],
OTA: [GWN, ACV],
JPO: [GWN, UUL],
VIL: [GWN],
QQW: [GWN],
NFQ: [CZM, ACV],
SSX: [GWN, UUL, ACV],
OSI: [CZM]}","Node GWN is connected to nodes OTA, JPO, VIL, QQW, SSX.
Node CZM is connected to nodes NFQ, OSI.
Node UUL is connected to nodes TVD, JPO, SSX.
Node ACV is connected to nodes TVD, DZC, OTA, NFQ, SSX.
Node TVD is connected to nodes UUL, ACV.
Node DZC is connected to node ACV.
Node OTA is connected to nodes GWN, ACV.
Node JPO is connected to nodes GWN, UUL.
Node VIL is connected to node GWN.
Node QQW is connected to node GWN.
Node NFQ is connected to nodes CZM, ACV.
Node SSX is connected to nodes GWN, UUL, ACV.
Node OSI is connected to node CZM.","[GWN, CZM, UUL, ACV, TVD, DZC, OTA, JPO, VIL, QQW, NFQ, SSX, OSI]",13,15,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: GWN CZM UUL ACV.
Nodes set 2 contains: TVD DZC OTA JPO VIL QQW NFQ SSX OSI.","[(GWN, OTA), (CZM, NFQ), (UUL, JPO), (ACV, TVD)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node GWN. Updated matching: {OTA: GWN}.
Search from node CZM. Updated matching: {OTA: GWN, NFQ: CZM}.
Search from node UUL. Updated matching: {OTA: GWN, NFQ: CZM, TVD: UUL}.
Search from node ACV. Updated matching: {OTA: GWN, NFQ: CZM, TVD: ACV, JPO: UUL}.
So the maximum matching is ",4,9,54
bipartite,"[(UCA, MSM), (UCA, ZJM), (CSO, UEK), (NBV, WDG), (NBV, VCG), (NBV, LCT), (NBV, VIA), (NBV, ZJM), (NBV, UEK), (QCT, VCG), (QCT, LCT), (QCT, ZGQ), (LSM, VIA), (LSM, MSM), (HWQ, LCT), (HWQ, VIA), (HWQ, MSM), (HWQ, LYQ)]","{UCA: [MSM, ZJM],
CSO: [UEK],
NBV: [WDG, VCG, LCT, VIA, ZJM, UEK],
QCT: [VCG, LCT, ZGQ],
LSM: [VIA, MSM],
HWQ: [LCT, VIA, MSM, LYQ],
WDG: [NBV],
VCG: [NBV, QCT],
LCT: [NBV, QCT, HWQ],
VIA: [NBV, LSM, HWQ],
MSM: [UCA, LSM, HWQ],
ZGQ: [QCT],
ZJM: [UCA, NBV],
LYQ: [HWQ],
UEK: [CSO, NBV]}","Node UCA is connected to nodes MSM, ZJM.
Node CSO is connected to node UEK.
Node NBV is connected to nodes WDG, VCG, LCT, VIA, ZJM, UEK.
Node QCT is connected to nodes VCG, LCT, ZGQ.
Node LSM is connected to nodes VIA, MSM.
Node HWQ is connected to nodes LCT, VIA, MSM, LYQ.
Node WDG is connected to node NBV.
Node VCG is connected to nodes NBV, QCT.
Node LCT is connected to nodes NBV, QCT, HWQ.
Node VIA is connected to nodes NBV, LSM, HWQ.
Node MSM is connected to nodes UCA, LSM, HWQ.
Node ZGQ is connected to node QCT.
Node ZJM is connected to nodes UCA, NBV.
Node LYQ is connected to node HWQ.
Node UEK is connected to nodes CSO, NBV.","[UCA, CSO, NBV, QCT, LSM, HWQ, WDG, VCG, LCT, VIA, MSM, ZGQ, ZJM, LYQ, UEK]",15,18,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: UCA CSO NBV QCT LSM HWQ.
Nodes set 2 contains: WDG VCG LCT VIA MSM ZGQ ZJM LYQ UEK.","[(UCA, MSM), (CSO, UEK), (NBV, WDG), (QCT, VCG), (LSM, VIA), (HWQ, LCT)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node UCA. Updated matching: {MSM: UCA}.
Search from node CSO. Updated matching: {MSM: UCA, UEK: CSO}.
Search from node NBV. Updated matching: {MSM: UCA, UEK: CSO, WDG: NBV}.
Search from node QCT. Updated matching: {MSM: UCA, UEK: CSO, WDG: NBV, VCG: QCT}.
Search from node LSM. Updated matching: {MSM: UCA, UEK: CSO, WDG: NBV, VCG: QCT, VIA: LSM}.
Search from node HWQ. Updated matching: {MSM: UCA, UEK: CSO, WDG: NBV, VCG: QCT, VIA: LSM, LCT: HWQ}.
So the maximum matching is ",6,9,55
bipartite,"[(RFY, EEZ), (RFY, VXJ), (RFY, SNP), (RFY, JYD), (RFY, RXA), (PRN, SNP), (PRN, MYC), (PRN, JYD), (PRN, RXA), (PRN, GPB), (CHC, LUF), (CHC, MYC), (CHC, VSR), (CHC, RXA), (CHC, GPB), (DAQ, LUF), (DAQ, EEZ), (DAQ, MYC), (DAQ, VSR), (AFA, MYC), (AFA, GPB), (PLV, EEZ), (PLV, VXJ), (PLV, MYC), (PLV, RXA)]","{RFY: [EEZ, VXJ, SNP, JYD, RXA],
PRN: [SNP, MYC, JYD, RXA, GPB],
CHC: [LUF, MYC, VSR, RXA, GPB],
DAQ: [LUF, EEZ, MYC, VSR],
AFA: [MYC, GPB],
PLV: [EEZ, VXJ, MYC, RXA],
LUF: [CHC, DAQ],
EEZ: [RFY, DAQ, PLV],
VXJ: [RFY, PLV],
SNP: [RFY, PRN],
MYC: [PRN, CHC, DAQ, AFA, PLV],
JYD: [RFY, PRN],
VSR: [CHC, DAQ],
RXA: [RFY, PRN, CHC, PLV],
GPB: [PRN, CHC, AFA]}","Node RFY is connected to nodes EEZ, VXJ, SNP, JYD, RXA.
Node PRN is connected to nodes SNP, MYC, JYD, RXA, GPB.
Node CHC is connected to nodes LUF, MYC, VSR, RXA, GPB.
Node DAQ is connected to nodes LUF, EEZ, MYC, VSR.
Node AFA is connected to nodes MYC, GPB.
Node PLV is connected to nodes EEZ, VXJ, MYC, RXA.
Node LUF is connected to nodes CHC, DAQ.
Node EEZ is connected to nodes RFY, DAQ, PLV.
Node VXJ is connected to nodes RFY, PLV.
Node SNP is connected to nodes RFY, PRN.
Node MYC is connected to nodes PRN, CHC, DAQ, AFA, PLV.
Node JYD is connected to nodes RFY, PRN.
Node VSR is connected to nodes CHC, DAQ.
Node RXA is connected to nodes RFY, PRN, CHC, PLV.
Node GPB is connected to nodes PRN, CHC, AFA.","[RFY, PRN, CHC, DAQ, AFA, PLV, LUF, EEZ, VXJ, SNP, MYC, JYD, VSR, RXA, GPB]",15,25,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: RFY PRN CHC DAQ AFA PLV.
Nodes set 2 contains: LUF EEZ VXJ SNP MYC JYD VSR RXA GPB.","[(RFY, VXJ), (PRN, SNP), (CHC, MYC), (DAQ, LUF), (AFA, GPB), (PLV, EEZ)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node RFY. Updated matching: {EEZ: RFY}.
Search from node PRN. Updated matching: {EEZ: RFY, SNP: PRN}.
Search from node CHC. Updated matching: {EEZ: RFY, SNP: PRN, LUF: CHC}.
Search from node DAQ. Updated matching: {EEZ: RFY, SNP: PRN, LUF: DAQ, MYC: CHC}.
Search from node AFA. Updated matching: {EEZ: DAQ, SNP: PRN, LUF: CHC, MYC: AFA, VXJ: RFY}.
Search from node PLV. Updated matching: {EEZ: PLV, SNP: PRN, LUF: DAQ, MYC: CHC, VXJ: RFY, GPB: AFA}.
So the maximum matching is ",6,9,56
bipartite,"[(JVH, VLN), (JVH, KCZ), (JVH, JQB), (NSD, NLB), (NSD, JQB), (NSD, EIK), (QQI, KCZ)]","{JVH: [VLN, KCZ, JQB],
NSD: [NLB, JQB, EIK],
QQI: [KCZ],
VLN: [JVH],
KCZ: [JVH, QQI],
NLB: [NSD],
JQB: [JVH, NSD],
EIK: [NSD]}","Node JVH is connected to nodes VLN, KCZ, JQB.
Node NSD is connected to nodes NLB, JQB, EIK.
Node QQI is connected to node KCZ.
Node VLN is connected to node JVH.
Node KCZ is connected to nodes JVH, QQI.
Node NLB is connected to node NSD.
Node JQB is connected to nodes JVH, NSD.
Node EIK is connected to node NSD.","[JVH, NSD, QQI, VLN, KCZ, NLB, JQB, EIK]",8,7,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: JVH NSD QQI.
Nodes set 2 contains: VLN KCZ NLB JQB EIK.","[(JVH, VLN), (NSD, NLB), (QQI, KCZ)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node JVH. Updated matching: {VLN: JVH}.
Search from node NSD. Updated matching: {VLN: JVH, NLB: NSD}.
Search from node QQI. Updated matching: {VLN: JVH, NLB: NSD, KCZ: QQI}.
So the maximum matching is ",3,5,57
bipartite,"[(XRA, UVQ), (LHN, UEI), (LHN, CSW), (OXB, HZE), (OXB, UVQ), (OXB, FSU), (TXG, UEI), (TXG, HZE)]","{XRA: [UVQ],
LHN: [UEI, CSW],
OXB: [HZE, UVQ, FSU],
TXG: [UEI, HZE],
UEI: [LHN, TXG],
CSW: [LHN],
HZE: [OXB, TXG],
UVQ: [XRA, OXB],
FSU: [OXB]}","Node XRA is connected to node UVQ.
Node LHN is connected to nodes UEI, CSW.
Node OXB is connected to nodes HZE, UVQ, FSU.
Node TXG is connected to nodes UEI, HZE.
Node UEI is connected to nodes LHN, TXG.
Node CSW is connected to node LHN.
Node HZE is connected to nodes OXB, TXG.
Node UVQ is connected to nodes XRA, OXB.
Node FSU is connected to node OXB.","[XRA, LHN, OXB, TXG, UEI, CSW, HZE, UVQ, FSU]",9,8,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: XRA LHN OXB TXG.
Nodes set 2 contains: UEI CSW HZE UVQ FSU.","[(XRA, UVQ), (LHN, CSW), (OXB, HZE), (TXG, UEI)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node XRA. Updated matching: {UVQ: XRA}.
Search from node LHN. Updated matching: {UVQ: XRA, UEI: LHN}.
Search from node OXB. Updated matching: {UVQ: XRA, UEI: LHN, HZE: OXB}.
Search from node TXG. Updated matching: {UVQ: XRA, UEI: TXG, HZE: OXB, CSW: LHN}.
So the maximum matching is ",4,5,58
bipartite,"[(KTY, AHI), (KTY, LHX), (KTY, BKI), (KTY, NHE), (SFS, AHI), (SFS, GKT), (SFS, LHX), (CVO, PTM), (CVO, GKT), (CVO, BKI), (CVO, NBX), (CVO, NHE)]","{KTY: [AHI, LHX, BKI, NHE],
SFS: [AHI, GKT, LHX],
CVO: [PTM, GKT, BKI, NBX, NHE],
AHI: [KTY, SFS],
PTM: [CVO],
GKT: [SFS, CVO],
LHX: [KTY, SFS],
BKI: [KTY, CVO],
NBX: [CVO],
NHE: [KTY, CVO]}","Node KTY is connected to nodes AHI, LHX, BKI, NHE.
Node SFS is connected to nodes AHI, GKT, LHX.
Node CVO is connected to nodes PTM, GKT, BKI, NBX, NHE.
Node AHI is connected to nodes KTY, SFS.
Node PTM is connected to node CVO.
Node GKT is connected to nodes SFS, CVO.
Node LHX is connected to nodes KTY, SFS.
Node BKI is connected to nodes KTY, CVO.
Node NBX is connected to node CVO.
Node NHE is connected to nodes KTY, CVO.","[KTY, SFS, CVO, AHI, PTM, GKT, LHX, BKI, NBX, NHE]",10,12,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: KTY SFS CVO.
Nodes set 2 contains: AHI PTM GKT LHX BKI NBX NHE.","[(KTY, LHX), (SFS, AHI), (CVO, PTM)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node KTY. Updated matching: {AHI: KTY}.
Search from node SFS. Updated matching: {AHI: SFS, LHX: KTY}.
Search from node CVO. Updated matching: {AHI: SFS, LHX: KTY, PTM: CVO}.
So the maximum matching is ",3,7,59
bipartite,"[(OKG, TSM), (OKG, BXX), (OKG, ORR), (OKG, TYA), (YXE, TSM), (YXE, ORR), (YXE, TYA), (YXE, YNI), (FQQ, TSM), (FQQ, TYA), (FQQ, NBX), (REC, TSM), (REC, BXX), (REC, YNI), (REC, VZL), (REC, NBX), (MYF, TSM), (MYF, TYA), (MYF, YNI), (MYF, VZL)]","{OKG: [TSM, BXX, ORR, TYA],
YXE: [TSM, ORR, TYA, YNI],
FQQ: [TSM, TYA, NBX],
REC: [TSM, BXX, YNI, VZL, NBX],
MYF: [TSM, TYA, YNI, VZL],
TSM: [OKG, YXE, FQQ, REC, MYF],
BXX: [OKG, REC],
ORR: [OKG, YXE],
TYA: [OKG, YXE, FQQ, MYF],
YNI: [YXE, REC, MYF],
VZL: [REC, MYF],
NBX: [FQQ, REC]}","Node OKG is connected to nodes TSM, BXX, ORR, TYA.
Node YXE is connected to nodes TSM, ORR, TYA, YNI.
Node FQQ is connected to nodes TSM, TYA, NBX.
Node REC is connected to nodes TSM, BXX, YNI, VZL, NBX.
Node MYF is connected to nodes TSM, TYA, YNI, VZL.
Node TSM is connected to nodes OKG, YXE, FQQ, REC, MYF.
Node BXX is connected to nodes OKG, REC.
Node ORR is connected to nodes OKG, YXE.
Node TYA is connected to nodes OKG, YXE, FQQ, MYF.
Node YNI is connected to nodes YXE, REC, MYF.
Node VZL is connected to nodes REC, MYF.
Node NBX is connected to nodes FQQ, REC.","[OKG, YXE, FQQ, REC, MYF, TSM, BXX, ORR, TYA, YNI, VZL, NBX]",12,20,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: OKG YXE FQQ REC MYF.
Nodes set 2 contains: TSM BXX ORR TYA YNI VZL NBX.","[(OKG, ORR), (YXE, TYA), (FQQ, NBX), (REC, BXX), (MYF, TSM)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node OKG. Updated matching: {TSM: OKG}.
Search from node YXE. Updated matching: {TSM: YXE, BXX: OKG}.
Search from node FQQ. Updated matching: {TSM: FQQ, BXX: OKG, ORR: YXE}.
Search from node REC. Updated matching: {TSM: REC, BXX: OKG, ORR: YXE, TYA: FQQ}.
Search from node MYF. Updated matching: {TSM: MYF, BXX: REC, ORR: OKG, TYA: YXE, NBX: FQQ}.
So the maximum matching is ",5,7,60
bipartite,"[(OEH, KVI), (OEH, JMG), (OEH, XWO), (DVV, NTB), (DVV, FKD), (DVV, NJG), (DVV, FVN), (UMC, FKD), (UMC, AAI), (UMC, AMY), (WVK, GGJ), (WVK, JMG), (WVK, YEC), (WVK, NJG)]","{OEH: [KVI, JMG, XWO],
DVV: [NTB, FKD, NJG, FVN],
UMC: [FKD, AAI, AMY],
WVK: [GGJ, JMG, YEC, NJG],
NTB: [DVV],
FKD: [DVV, UMC],
AAI: [UMC],
KVI: [OEH],
AMY: [UMC],
GGJ: [WVK],
JMG: [OEH, WVK],
YEC: [WVK],
XWO: [OEH],
NJG: [DVV, WVK],
FVN: [DVV]}","Node OEH is connected to nodes KVI, JMG, XWO.
Node DVV is connected to nodes NTB, FKD, NJG, FVN.
Node UMC is connected to nodes FKD, AAI, AMY.
Node WVK is connected to nodes GGJ, JMG, YEC, NJG.
Node NTB is connected to node DVV.
Node FKD is connected to nodes DVV, UMC.
Node AAI is connected to node UMC.
Node KVI is connected to node OEH.
Node AMY is connected to node UMC.
Node GGJ is connected to node WVK.
Node JMG is connected to nodes OEH, WVK.
Node YEC is connected to node WVK.
Node XWO is connected to node OEH.
Node NJG is connected to nodes DVV, WVK.
Node FVN is connected to node DVV.","[OEH, DVV, UMC, WVK, NTB, FKD, AAI, KVI, AMY, GGJ, JMG, YEC, XWO, NJG, FVN]",15,14,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: OEH DVV UMC WVK.
Nodes set 2 contains: NTB FKD AAI KVI AMY GGJ JMG YEC XWO NJG FVN.","[(OEH, KVI), (DVV, NTB), (UMC, FKD), (WVK, GGJ)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node OEH. Updated matching: {KVI: OEH}.
Search from node DVV. Updated matching: {KVI: OEH, NTB: DVV}.
Search from node UMC. Updated matching: {KVI: OEH, NTB: DVV, FKD: UMC}.
Search from node WVK. Updated matching: {KVI: OEH, NTB: DVV, FKD: UMC, GGJ: WVK}.
So the maximum matching is ",4,11,61
bipartite,"[(ERI, OVS), (ERI, ZXY), (ERI, COJ), (ERI, HGF), (TZR, COJ), (LTG, HUP), (DTF, YBQ), (DTF, PWA), (DTF, ZXY), (DTF, HGF), (HHF, WLC), (HHF, HUP), (HHF, HGF)]","{ERI: [OVS, ZXY, COJ, HGF],
TZR: [COJ],
LTG: [HUP],
DTF: [YBQ, PWA, ZXY, HGF],
HHF: [WLC, HUP, HGF],
YBQ: [DTF],
OVS: [ERI],
WLC: [HHF],
PWA: [DTF],
HUP: [LTG, HHF],
ZXY: [ERI, DTF],
COJ: [ERI, TZR],
HGF: [ERI, DTF, HHF]}","Node ERI is connected to nodes OVS, ZXY, COJ, HGF.
Node TZR is connected to node COJ.
Node LTG is connected to node HUP.
Node DTF is connected to nodes YBQ, PWA, ZXY, HGF.
Node HHF is connected to nodes WLC, HUP, HGF.
Node YBQ is connected to node DTF.
Node OVS is connected to node ERI.
Node WLC is connected to node HHF.
Node PWA is connected to node DTF.
Node HUP is connected to nodes LTG, HHF.
Node ZXY is connected to nodes ERI, DTF.
Node COJ is connected to nodes ERI, TZR.
Node HGF is connected to nodes ERI, DTF, HHF.","[ERI, TZR, LTG, DTF, HHF, YBQ, OVS, WLC, PWA, HUP, ZXY, COJ, HGF]",13,13,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: ERI TZR LTG DTF HHF.
Nodes set 2 contains: YBQ OVS WLC PWA HUP ZXY COJ HGF.","[(ERI, OVS), (TZR, COJ), (LTG, HUP), (DTF, YBQ), (HHF, WLC)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node ERI. Updated matching: {OVS: ERI}.
Search from node TZR. Updated matching: {OVS: ERI, COJ: TZR}.
Search from node LTG. Updated matching: {OVS: ERI, COJ: TZR, HUP: LTG}.
Search from node DTF. Updated matching: {OVS: ERI, COJ: TZR, HUP: LTG, YBQ: DTF}.
Search from node HHF. Updated matching: {OVS: ERI, COJ: TZR, HUP: LTG, YBQ: DTF, WLC: HHF}.
So the maximum matching is ",5,8,62
bipartite,"[(GVL, UYX), (GVL, DSW), (GVL, VEL), (GVL, UQV), (HHD, UQV), (HHD, SWD), (ZTY, YBD), (ZTY, DSW), (ZTY, UQV), (ZCN, ZKQ), (BMM, YBD), (BMM, XCY), (BMM, DSW), (BMM, ZKQ), (BMM, SWD), (QRH, YBD), (QRH, XCY), (QRH, DSW)]","{GVL: [UYX, DSW, VEL, UQV],
HHD: [UQV, SWD],
ZTY: [YBD, DSW, UQV],
ZCN: [ZKQ],
BMM: [YBD, XCY, DSW, ZKQ, SWD],
QRH: [YBD, XCY, DSW],
YBD: [ZTY, BMM, QRH],
XCY: [BMM, QRH],
UYX: [GVL],
DSW: [GVL, ZTY, BMM, QRH],
VEL: [GVL],
UQV: [GVL, HHD, ZTY],
ZKQ: [ZCN, BMM],
SWD: [HHD, BMM]}","Node GVL is connected to nodes UYX, DSW, VEL, UQV.
Node HHD is connected to nodes UQV, SWD.
Node ZTY is connected to nodes YBD, DSW, UQV.
Node ZCN is connected to node ZKQ.
Node BMM is connected to nodes YBD, XCY, DSW, ZKQ, SWD.
Node QRH is connected to nodes YBD, XCY, DSW.
Node YBD is connected to nodes ZTY, BMM, QRH.
Node XCY is connected to nodes BMM, QRH.
Node UYX is connected to node GVL.
Node DSW is connected to nodes GVL, ZTY, BMM, QRH.
Node VEL is connected to node GVL.
Node UQV is connected to nodes GVL, HHD, ZTY.
Node ZKQ is connected to nodes ZCN, BMM.
Node SWD is connected to nodes HHD, BMM.","[GVL, HHD, ZTY, ZCN, BMM, QRH, YBD, XCY, UYX, DSW, VEL, UQV, ZKQ, SWD]",14,18,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: GVL HHD ZTY ZCN BMM QRH.
Nodes set 2 contains: YBD XCY UYX DSW VEL UQV ZKQ SWD.","[(GVL, UYX), (HHD, UQV), (ZTY, DSW), (ZCN, ZKQ), (BMM, XCY), (QRH, YBD)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node GVL. Updated matching: {UYX: GVL}.
Search from node HHD. Updated matching: {UYX: GVL, UQV: HHD}.
Search from node ZTY. Updated matching: {UYX: GVL, UQV: HHD, YBD: ZTY}.
Search from node ZCN. Updated matching: {UYX: GVL, UQV: HHD, YBD: ZTY, ZKQ: ZCN}.
Search from node BMM. Updated matching: {UYX: GVL, UQV: HHD, YBD: BMM, ZKQ: ZCN, DSW: ZTY}.
Search from node QRH. Updated matching: {UYX: GVL, UQV: HHD, YBD: QRH, ZKQ: ZCN, DSW: ZTY, XCY: BMM}.
So the maximum matching is ",6,8,63
