task,graph,graph_adj,graph_nl,nodes,num_nodes,num_edges,directed,question,answer,id
euler_path,"[(ACR, FQU), (ACR, VFD), (ACR, RPM), (FQU, RPM), (FQU, KBW), (VFD, ACR), (VFD, KBW), (RPM, ACR), (KBW, FQU), (KBW, VFD)]","{ACR: [FQU, VFD, RPM],
FQU: [RPM, KBW],
VFD: [ACR, KBW],
RPM: [ACR],
KBW: [FQU, VFD]}","Node ACR is connected to nodes FQU, VFD, RPM.
Node FQU is connected to nodes RPM, KBW.
Node VFD is connected to nodes ACR, KBW.
Node RPM is connected to node ACR.
Node KBW is connected to nodes FQU, VFD.","[FQU, VFD, ACR, KBW, RPM]",5,10,True,"Find a Euler path in this graph. An Euler path in a graph is a path that traverses each edge exactly once, but not necessarily every node. The starting node and ending node may be different. ","[ACR, VFD, KBW, VFD, ACR, FQU, KBW, FQU, RPM, ACR, RPM]",10
euler_path,"[(ZCH, VZP), (ZCH, PHE), (VZP, ZCH), (VZP, PHE), (PHE, ZCH), (PHE, QPZ), (PHE, MMH), (PHE, VZP), (QPZ, MMH), (MMH, PHE)]","{ZCH: [VZP, PHE],
VZP: [ZCH, PHE],
PHE: [ZCH, QPZ, MMH, VZP],
QPZ: [MMH],
MMH: [PHE]}","Node ZCH is connected to nodes VZP, PHE.
Node VZP is connected to nodes ZCH, PHE.
Node PHE is connected to nodes ZCH, QPZ, MMH, VZP.
Node QPZ is connected to node MMH.
Node MMH is connected to node PHE.","[MMH, QPZ, VZP, ZCH, PHE]",5,10,True,"Find a Euler path in this graph. An Euler path in a graph is a path that traverses each edge exactly once, but not necessarily every node. The starting node and ending node may be different. ","[PHE, QPZ, MMH, PHE, VZP, PHE, ZCH, VZP, ZCH, PHE, MMH]",11
euler_path,"[(LLI, CLF), (LLI, SFA), (LLI, LVI), (CLF, LLI), (SFA, LLI), (SFA, UFT), (SFA, LVI), (LVI, UFT), (LVI, LLI), (UFT, SFA)]","{LLI: [CLF, SFA, LVI],
CLF: [LLI],
SFA: [LLI, UFT, LVI],
LVI: [UFT, LLI],
UFT: [SFA]}","Node LLI is connected to nodes CLF, SFA, LVI.
Node CLF is connected to node LLI.
Node SFA is connected to nodes LLI, UFT, LVI.
Node LVI is connected to nodes UFT, LLI.
Node UFT is connected to node SFA.","[UFT, LLI, LVI, SFA, CLF]",5,10,True,"Find a Euler path in this graph. An Euler path in a graph is a path that traverses each edge exactly once, but not necessarily every node. The starting node and ending node may be different. ","[SFA, UFT, SFA, LLI, LVI, LLI, CLF, LLI, SFA, LVI, UFT]",12
euler_path,"[(CKJ, FEK), (CKJ, NTN), (FEK, CKJ), (FEK, ODZ), (FEK, NTN), (NTN, FEK), (NTN, ODZ), (ODZ, CKJ), (ODZ, FEK), (ODZ, YOU), (YOU, FEK), (VGS, ODZ)]","{CKJ: [FEK, NTN],
FEK: [CKJ, ODZ, NTN],
NTN: [FEK, ODZ],
ODZ: [CKJ, FEK, YOU],
YOU: [FEK],
VGS: [ODZ]}","Node CKJ is connected to nodes FEK, NTN.
Node FEK is connected to nodes CKJ, ODZ, NTN.
Node NTN is connected to nodes FEK, ODZ.
Node ODZ is connected to nodes CKJ, FEK, YOU.
Node YOU is connected to node FEK.
Node VGS is connected to node ODZ.","[VGS, CKJ, NTN, ODZ, FEK, YOU]",6,12,True,"Find a Euler path in this graph. An Euler path in a graph is a path that traverses each edge exactly once, but not necessarily every node. The starting node and ending node may be different. ","[VGS, ODZ, FEK, ODZ, YOU, FEK, CKJ, NTN, FEK, NTN, ODZ, CKJ, FEK]",13
euler_path,"[(WHL, DRJ), (WHL, EBW), (WHL, ZMJ), (DRJ, WHL), (DRJ, JDA), (EBW, DRJ), (EBW, ZMJ), (ZMJ, WHL), (JDA, WHL), (JDA, EBW)]","{WHL: [DRJ, EBW, ZMJ],
DRJ: [WHL, JDA],
EBW: [DRJ, ZMJ],
ZMJ: [WHL],
JDA: [WHL, EBW]}","Node WHL is connected to nodes DRJ, EBW, ZMJ.
Node DRJ is connected to nodes WHL, JDA.
Node EBW is connected to nodes DRJ, ZMJ.
Node ZMJ is connected to node WHL.
Node JDA is connected to nodes WHL, EBW.","[EBW, DRJ, WHL, JDA, ZMJ]",5,10,True,"Find a Euler path in this graph. An Euler path in a graph is a path that traverses each edge exactly once, but not necessarily every node. The starting node and ending node may be different. ","[JDA, WHL, ZMJ, WHL, DRJ, JDA, EBW, DRJ, WHL, EBW, ZMJ]",14
euler_path,"[(MBD, WOI), (MBD, OEG), (MBD, UKQ), (MBD, ICP), (WOI, OEG), (WOI, ICP), (WOI, UKQ), (OEG, UKQ), (OEG, ICP), (UKQ, WPH), (UKQ, ICP), (ICP, WPH)]","{MBD: [WOI, OEG, UKQ, ICP],
WOI: [MBD, OEG, ICP, UKQ],
OEG: [MBD, WOI, UKQ, ICP],
UKQ: [MBD, WOI, WPH, OEG, ICP],
ICP: [MBD, WOI, WPH, UKQ, OEG],
WPH: [UKQ, ICP]}","Node MBD is connected to nodes WOI, OEG, UKQ, ICP.
Node WOI is connected to nodes MBD, OEG, ICP, UKQ.
Node OEG is connected to nodes MBD, WOI, UKQ, ICP.
Node UKQ is connected to nodes MBD, WOI, WPH, OEG, ICP.
Node ICP is connected to nodes MBD, WOI, WPH, UKQ, OEG.
Node WPH is connected to nodes UKQ, ICP.","[WOI, UKQ, WPH, OEG, ICP, MBD]",6,12,False,"Find a Euler path in this graph. An Euler path in a graph is a path that traverses each edge exactly once, but not necessarily every node. The starting node and ending node may be different. ","[UKQ, ICP, WPH, UKQ, OEG, MBD, ICP, OEG, WOI, UKQ, MBD, WOI, ICP]",15
euler_path,"[(KVY, ZGK), (KVY, BKP), (ZGK, TJD), (ZGK, RDB), (ZGK, QJF), (BKP, TJD), (TJD, KVY), (TJD, QJF), (RDB, ZGK), (QJF, KVY), (QJF, ZGK), (QJF, BKP)]","{KVY: [ZGK, BKP],
ZGK: [TJD, RDB, QJF],
BKP: [TJD],
TJD: [KVY, QJF],
RDB: [ZGK],
QJF: [KVY, ZGK, BKP]}","Node KVY is connected to nodes ZGK, BKP.
Node ZGK is connected to nodes TJD, RDB, QJF.
Node BKP is connected to node TJD.
Node TJD is connected to nodes KVY, QJF.
Node RDB is connected to node ZGK.
Node QJF is connected to nodes KVY, ZGK, BKP.","[BKP, QJF, RDB, TJD, ZGK, KVY]",6,12,True,"Find a Euler path in this graph. An Euler path in a graph is a path that traverses each edge exactly once, but not necessarily every node. The starting node and ending node may be different. ","[QJF, ZGK, RDB, ZGK, TJD, QJF, BKP, TJD, KVY, ZGK, QJF, KVY, BKP]",16
euler_path,"[(TOR, LQR), (TOR, UAB), (TOR, FRW), (TOR, LWJ), (LQR, YGL), (LQR, FRW), (LQR, UAB), (LQR, YQZ), (LQR, LWJ), (UAB, YGL), (UAB, FRW), (FRW, LWJ), (LWJ, YGL), (LWJ, YQZ)]","{TOR: [LQR, UAB, FRW, LWJ],
LQR: [TOR, YGL, FRW, UAB, YQZ, LWJ],
UAB: [TOR, LQR, YGL, FRW],
FRW: [TOR, LQR, LWJ, UAB],
LWJ: [TOR, LQR, YGL, YQZ, FRW],
YGL: [LQR, LWJ, UAB],
YQZ: [LQR, LWJ]}","Node TOR is connected to nodes LQR, UAB, FRW, LWJ.
Node LQR is connected to nodes TOR, YGL, FRW, UAB, YQZ, LWJ.
Node UAB is connected to nodes TOR, LQR, YGL, FRW.
Node FRW is connected to nodes TOR, LQR, LWJ, UAB.
Node LWJ is connected to nodes TOR, LQR, YGL, YQZ, FRW.
Node YGL is connected to nodes LQR, LWJ, UAB.
Node YQZ is connected to nodes LQR, LWJ.","[LWJ, YQZ, UAB, YGL, TOR, FRW, LQR]",7,14,False,"Find a Euler path in this graph. An Euler path in a graph is a path that traverses each edge exactly once, but not necessarily every node. The starting node and ending node may be different. ","[LWJ, FRW, TOR, LQR, UAB, FRW, LQR, YQZ, LWJ, YGL, UAB, TOR, LWJ, LQR, YGL]",17
euler_path,"[(ZUI, WDV), (ZUI, FTL), (WDV, FTL), (WDV, ZUI), (WDV, BIX), (FTL, BIX), (BIX, WDV), (BIX, MTG), (BIX, ZUI), (MTG, WDV)]","{ZUI: [WDV, FTL],
WDV: [FTL, ZUI, BIX],
FTL: [BIX],
BIX: [WDV, MTG, ZUI],
MTG: [WDV]}","Node ZUI is connected to nodes WDV, FTL.
Node WDV is connected to nodes FTL, ZUI, BIX.
Node FTL is connected to node BIX.
Node BIX is connected to nodes WDV, MTG, ZUI.
Node MTG is connected to node WDV.","[FTL, BIX, WDV, MTG, ZUI]",5,10,True,"Find a Euler path in this graph. An Euler path in a graph is a path that traverses each edge exactly once, but not necessarily every node. The starting node and ending node may be different. ","[BIX, ZUI, WDV, ZUI, FTL, BIX, MTG, WDV, BIX, WDV, FTL]",18
euler_path,"[(OCO, XMC), (OCO, JGB), (XMC, BPI), (XMC, LJD), (XMC, JGB), (JGB, LXT), (JGB, OCO), (BPI, XMC), (BPI, OCO), (BPI, LJD), (LJD, BPI), (LJD, GPO), (LXT, BPI), (LXT, XMC)]","{OCO: [XMC, JGB],
XMC: [BPI, LJD, JGB],
JGB: [LXT, OCO],
BPI: [XMC, OCO, LJD],
LJD: [BPI, GPO],
GPO: [],
LXT: [BPI, XMC]}","Node OCO is connected to nodes XMC, JGB.
Node XMC is connected to nodes BPI, LJD, JGB.
Node JGB is connected to nodes LXT, OCO.
Node BPI is connected to nodes XMC, OCO, LJD.
Node LJD is connected to nodes BPI, GPO.
Node LXT is connected to nodes BPI, XMC.","[GPO, LJD, BPI, JGB, LXT, OCO, XMC]",7,14,True,"Find a Euler path in this graph. An Euler path in a graph is a path that traverses each edge exactly once, but not necessarily every node. The starting node and ending node may be different. ","[LXT, BPI, LJD, BPI, XMC, BPI, OCO, JGB, LXT, XMC, JGB, OCO, XMC, LJD, GPO]",19
euler_path,"[(KCL, MJG), (KCL, DLK), (MJG, DLK), (DLK, LAA), (DLK, KXW), (LAA, KXW)]","{KCL: [MJG, DLK],
MJG: [KCL, DLK],
DLK: [KCL, MJG, LAA, KXW],
LAA: [DLK, KXW],
KXW: [DLK, LAA]}","Node KCL is connected to nodes MJG, DLK.
Node MJG is connected to nodes KCL, DLK.
Node DLK is connected to nodes KCL, MJG, LAA, KXW.
Node LAA is connected to nodes DLK, KXW.
Node KXW is connected to nodes DLK, LAA.","[KXW, KCL, DLK, LAA, MJG]",5,6,False,"Find a Euler path in this graph. An Euler path in a graph is a path that traverses each edge exactly once, but not necessarily every node. The starting node and ending node may be different. ","[DLK, KCL, MJG, DLK, KXW, LAA, DLK]",20
euler_path,"[(RYA, HIG), (RYA, RVS), (RYA, LTN), (RYA, LQH), (HIG, RVS), (HIG, LQH), (HIG, LTN), (RVS, LQH), (RVS, LTN), (LTN, LQH)]","{RYA: [HIG, RVS, LTN, LQH],
HIG: [RYA, RVS, LQH, LTN],
RVS: [RYA, HIG, LQH, LTN],
LTN: [RYA, HIG, RVS, LQH],
LQH: [RYA, HIG, RVS, LTN]}","Node RYA is connected to nodes HIG, RVS, LTN, LQH.
Node HIG is connected to nodes RYA, RVS, LQH, LTN.
Node RVS is connected to nodes RYA, HIG, LQH, LTN.
Node LTN is connected to nodes RYA, HIG, RVS, LQH.
Node LQH is connected to nodes RYA, HIG, RVS, LTN.","[LTN, RVS, HIG, RYA, LQH]",5,10,False,"Find a Euler path in this graph. An Euler path in a graph is a path that traverses each edge exactly once, but not necessarily every node. The starting node and ending node may be different. ","[RYA, HIG, LQH, RYA, LTN, LQH, RVS, HIG, LTN, RVS, RYA]",21
euler_path,"[(UHN, NGS), (UHN, XFL), (UHN, LIF), (NGS, QKB), (NGS, UHN), (XFL, QKB), (XFL, KTA), (QKB, UHN), (QKB, KTA), (QKB, NGS), (KTA, UHN), (KTA, XFL)]","{UHN: [NGS, XFL, LIF],
NGS: [QKB, UHN],
XFL: [QKB, KTA],
LIF: [],
QKB: [UHN, KTA, NGS],
KTA: [UHN, XFL]}","Node UHN is connected to nodes NGS, XFL, LIF.
Node NGS is connected to nodes QKB, UHN.
Node XFL is connected to nodes QKB, KTA.
Node QKB is connected to nodes UHN, KTA, NGS.
Node KTA is connected to nodes UHN, XFL.","[XFL, LIF, UHN, NGS, QKB, KTA]",6,12,True,"Find a Euler path in this graph. An Euler path in a graph is a path that traverses each edge exactly once, but not necessarily every node. The starting node and ending node may be different. ","[QKB, KTA, XFL, KTA, UHN, NGS, UHN, XFL, QKB, NGS, QKB, UHN, LIF]",22
euler_path,"[(NRR, CNK), (NRR, OEV), (CNK, ENR), (CNK, FJW), (CNK, NRR), (OEV, CNK), (ENR, NAY), (ENR, FJW), (FJW, NRR), (FJW, CNK), (FJW, ENR), (NAY, FJW)]","{NRR: [CNK, OEV],
CNK: [ENR, FJW, NRR],
OEV: [CNK],
ENR: [NAY, FJW],
FJW: [NRR, CNK, ENR],
NAY: [FJW]}","Node NRR is connected to nodes CNK, OEV.
Node CNK is connected to nodes ENR, FJW, NRR.
Node OEV is connected to node CNK.
Node ENR is connected to nodes NAY, FJW.
Node FJW is connected to nodes NRR, CNK, ENR.
Node NAY is connected to node FJW.","[FJW, CNK, NAY, NRR, ENR, OEV]",6,12,True,"Find a Euler path in this graph. An Euler path in a graph is a path that traverses each edge exactly once, but not necessarily every node. The starting node and ending node may be different. ","[CNK, NRR, CNK, ENR, FJW, ENR, NAY, FJW, CNK, FJW, NRR, OEV, CNK]",23
euler_path,"[(ERG, JRK), (ERG, ZHN), (JRK, SOD), (ZHN, NPF), (ZHN, ERG), (ZHN, SOD), (SOD, ZHN), (SOD, ERG), (SOD, JRK), (NPF, SOD)]","{ERG: [JRK, ZHN],
JRK: [SOD],
ZHN: [NPF, ERG, SOD],
SOD: [ZHN, ERG, JRK],
NPF: [SOD]}","Node ERG is connected to nodes JRK, ZHN.
Node JRK is connected to node SOD.
Node ZHN is connected to nodes NPF, ERG, SOD.
Node SOD is connected to nodes ZHN, ERG, JRK.
Node NPF is connected to node SOD.","[SOD, NPF, ERG, JRK, ZHN]",5,10,True,"Find a Euler path in this graph. An Euler path in a graph is a path that traverses each edge exactly once, but not necessarily every node. The starting node and ending node may be different. ","[ZHN, NPF, SOD, JRK, SOD, ZHN, SOD, ERG, ZHN, ERG, JRK]",24
euler_path,"[(BGK, MZD), (BGK, FAE), (MZD, DZR), (MZD, FAE), (MZD, FSU), (FAE, DZR), (FAE, FSU), (FAE, ZHD), (FAE, NCE), (FSU, NCE), (FSU, ZHD)]","{BGK: [MZD, FAE],
MZD: [BGK, DZR, FAE, FSU],
FAE: [BGK, MZD, DZR, FSU, ZHD, NCE],
DZR: [MZD, FAE],
FSU: [MZD, FAE, NCE, ZHD],
ZHD: [FAE, FSU],
NCE: [FAE, FSU]}","Node BGK is connected to nodes MZD, FAE.
Node MZD is connected to nodes BGK, DZR, FAE, FSU.
Node FAE is connected to nodes BGK, MZD, DZR, FSU, ZHD, NCE.
Node DZR is connected to nodes MZD, FAE.
Node FSU is connected to nodes MZD, FAE, NCE, ZHD.
Node ZHD is connected to nodes FAE, FSU.
Node NCE is connected to nodes FAE, FSU.","[FAE, NCE, MZD, BGK, FSU, DZR, ZHD]",7,11,False,"Find a Euler path in this graph. An Euler path in a graph is a path that traverses each edge exactly once, but not necessarily every node. The starting node and ending node may be different. ","[FAE, DZR, MZD, FSU, NCE, FAE, BGK, MZD, FAE, FSU, ZHD, FAE]",25
euler_path,"[(VKZ, SPS), (SPS, RKJ), (SPS, JAO), (SPS, FXM), (RKJ, PJJ), (RKJ, FXM), (JAO, SPS), (JAO, FXM), (FXM, VKZ), (FXM, PJJ), (FXM, RKJ), (PJJ, JAO)]","{VKZ: [SPS],
SPS: [RKJ, JAO, FXM],
RKJ: [PJJ, FXM],
JAO: [SPS, FXM],
FXM: [VKZ, PJJ, RKJ],
PJJ: [JAO]}","Node VKZ is connected to node SPS.
Node SPS is connected to nodes RKJ, JAO, FXM.
Node RKJ is connected to nodes PJJ, FXM.
Node JAO is connected to nodes SPS, FXM.
Node FXM is connected to nodes VKZ, PJJ, RKJ.
Node PJJ is connected to node JAO.","[PJJ, VKZ, RKJ, SPS, JAO, FXM]",6,12,True,"Find a Euler path in this graph. An Euler path in a graph is a path that traverses each edge exactly once, but not necessarily every node. The starting node and ending node may be different. ","[SPS, RKJ, FXM, PJJ, JAO, SPS, JAO, FXM, VKZ, SPS, FXM, RKJ, PJJ]",26
