task,graph,graph_adj,graph_nl,nodes,num_nodes,num_edges,directed,question,answer,steps,n1,n2,id
bipartite,"[(XBH, HAK), (XBH, QMX), (HVQ, HAK), (HVQ, BQV)]","{XBH: [HAK, QMX],
HVQ: [HAK, BQV],
HAK: [XBH, HVQ],
BQV: [HVQ],
QMX: [XBH]}","Node XBH is connected to nodes HAK, QMX.
Node HVQ is connected to nodes HAK, BQV.
Node HAK is connected to nodes XBH, HVQ.
Node BQV is connected to node HVQ.
Node QMX is connected to node XBH.","[XBH, HVQ, HAK, BQV, QMX]",5,4,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: XBH HVQ.
Nodes set 2 contains: HAK BQV QMX.","[(XBH, QMX), (HVQ, HAK)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node XBH. Updated matching: {HAK: XBH}.
Search from node HVQ. Updated matching: {HAK: HVQ, QMX: XBH}.
So the maximum matching is ",2,3,17
bipartite,"[(WHU, EOY), (WHU, PYD), (WHU, OYA), (WHU, ZLB)]","{WHU: [EOY, PYD, OYA, ZLB],
EOY: [WHU],
PYD: [WHU],
OYA: [WHU],
ZLB: [WHU]}","Node WHU is connected to nodes EOY, PYD, OYA, ZLB.
Node EOY is connected to node WHU.
Node PYD is connected to node WHU.
Node OYA is connected to node WHU.
Node ZLB is connected to node WHU.","[WHU, EOY, PYD, OYA, ZLB]",5,4,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: WHU.
Nodes set 2 contains: EOY PYD OYA ZLB.","[(WHU, EOY)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node WHU. Updated matching: {EOY: WHU}.
So the maximum matching is ",1,4,18
bipartite,"[(SKS, SMO), (SKS, FZF), (SKS, NHI), (QYY, LTY), (QYY, NHI)]","{SKS: [SMO, FZF, NHI],
QYY: [LTY, NHI],
SMO: [SKS],
LTY: [QYY],
FZF: [SKS],
NHI: [SKS, QYY]}","Node SKS is connected to nodes SMO, FZF, NHI.
Node QYY is connected to nodes LTY, NHI.
Node SMO is connected to node SKS.
Node LTY is connected to node QYY.
Node FZF is connected to node SKS.
Node NHI is connected to nodes SKS, QYY.","[SKS, QYY, SMO, LTY, FZF, NHI]",6,5,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: SKS QYY.
Nodes set 2 contains: SMO LTY FZF NHI.","[(SKS, SMO), (QYY, LTY)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node SKS. Updated matching: {SMO: SKS}.
Search from node QYY. Updated matching: {SMO: SKS, LTY: QYY}.
So the maximum matching is ",2,4,19
bipartite,"[(ENI, OYV), (ENI, KFD), (ENI, THM), (PSF, THM)]","{ENI: [OYV, KFD, THM],
PSF: [THM],
OYV: [ENI],
KFD: [ENI],
THM: [ENI, PSF]}","Node ENI is connected to nodes OYV, KFD, THM.
Node PSF is connected to node THM.
Node OYV is connected to node ENI.
Node KFD is connected to node ENI.
Node THM is connected to nodes ENI, PSF.","[ENI, PSF, OYV, KFD, THM]",5,4,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: ENI PSF.
Nodes set 2 contains: OYV KFD THM.","[(ENI, OYV), (PSF, THM)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node ENI. Updated matching: {OYV: ENI}.
Search from node PSF. Updated matching: {OYV: ENI, THM: PSF}.
So the maximum matching is ",2,3,20
bipartite,"[(MKB, VZA), (MKB, MAF), (MKB, VQS), (IOJ, YXN), (IOJ, VQS), (IOJ, IRF)]","{MKB: [VZA, MAF, VQS],
IOJ: [YXN, VQS, IRF],
VZA: [MKB],
YXN: [IOJ],
MAF: [MKB],
VQS: [MKB, IOJ],
IRF: [IOJ]}","Node MKB is connected to nodes VZA, MAF, VQS.
Node IOJ is connected to nodes YXN, VQS, IRF.
Node VZA is connected to node MKB.
Node YXN is connected to node IOJ.
Node MAF is connected to node MKB.
Node VQS is connected to nodes MKB, IOJ.
Node IRF is connected to node IOJ.","[MKB, IOJ, VZA, YXN, MAF, VQS, IRF]",7,6,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: MKB IOJ.
Nodes set 2 contains: VZA YXN MAF VQS IRF.","[(MKB, VZA), (IOJ, YXN)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node MKB. Updated matching: {VZA: MKB}.
Search from node IOJ. Updated matching: {VZA: MKB, YXN: IOJ}.
So the maximum matching is ",2,5,21
bipartite,"[(REV, SUX), (REV, UKD), (WWE, HJZ), (WWE, UKD), (WWE, YZI)]","{REV: [SUX, UKD],
WWE: [HJZ, UKD, YZI],
SUX: [REV],
HJZ: [WWE],
UKD: [REV, WWE],
YZI: [WWE]}","Node REV is connected to nodes SUX, UKD.
Node WWE is connected to nodes HJZ, UKD, YZI.
Node SUX is connected to node REV.
Node HJZ is connected to node WWE.
Node UKD is connected to nodes REV, WWE.
Node YZI is connected to node WWE.","[REV, WWE, SUX, HJZ, UKD, YZI]",6,5,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: REV WWE.
Nodes set 2 contains: SUX HJZ UKD YZI.","[(REV, SUX), (WWE, HJZ)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node REV. Updated matching: {SUX: REV}.
Search from node WWE. Updated matching: {SUX: REV, HJZ: WWE}.
So the maximum matching is ",2,4,22
bipartite,"[(DXW, LEA), (DXW, LQQ), (DXW, KBT), (BKY, LEA)]","{DXW: [LEA, LQQ, KBT],
BKY: [LEA],
LEA: [DXW, BKY],
LQQ: [DXW],
KBT: [DXW]}","Node DXW is connected to nodes LEA, LQQ, KBT.
Node BKY is connected to node LEA.
Node LEA is connected to nodes DXW, BKY.
Node LQQ is connected to node DXW.
Node KBT is connected to node DXW.","[DXW, BKY, LEA, LQQ, KBT]",5,4,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: DXW BKY.
Nodes set 2 contains: LEA LQQ KBT.","[(DXW, LQQ), (BKY, LEA)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node DXW. Updated matching: {LEA: DXW}.
Search from node BKY. Updated matching: {LEA: BKY, LQQ: DXW}.
So the maximum matching is ",2,3,23
bipartite,"[(YOY, LVI), (YOY, DQY), (YOY, OIL), (DYX, DKQ), (DYX, OIL), (DYX, RKG)]","{YOY: [LVI, DQY, OIL],
DYX: [DKQ, OIL, RKG],
LVI: [YOY],
DKQ: [DYX],
DQY: [YOY],
OIL: [YOY, DYX],
RKG: [DYX]}","Node YOY is connected to nodes LVI, DQY, OIL.
Node DYX is connected to nodes DKQ, OIL, RKG.
Node LVI is connected to node YOY.
Node DKQ is connected to node DYX.
Node DQY is connected to node YOY.
Node OIL is connected to nodes YOY, DYX.
Node RKG is connected to node DYX.","[YOY, DYX, LVI, DKQ, DQY, OIL, RKG]",7,6,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: YOY DYX.
Nodes set 2 contains: LVI DKQ DQY OIL RKG.","[(YOY, LVI), (DYX, DKQ)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node YOY. Updated matching: {LVI: YOY}.
Search from node DYX. Updated matching: {LVI: YOY, DKQ: DYX}.
So the maximum matching is ",2,5,24
bipartite,"[(URV, QPC), (PRO, QPC), (PRO, EHU), (PRO, BAL)]","{URV: [QPC],
PRO: [QPC, EHU, BAL],
QPC: [URV, PRO],
EHU: [PRO],
BAL: [PRO]}","Node URV is connected to node QPC.
Node PRO is connected to nodes QPC, EHU, BAL.
Node QPC is connected to nodes URV, PRO.
Node EHU is connected to node PRO.
Node BAL is connected to node PRO.","[URV, PRO, QPC, EHU, BAL]",5,4,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: URV PRO.
Nodes set 2 contains: QPC EHU BAL.","[(URV, QPC), (PRO, EHU)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node URV. Updated matching: {QPC: URV}.
Search from node PRO. Updated matching: {QPC: URV, EHU: PRO}.
So the maximum matching is ",2,3,25
bipartite,"[(CUO, LCV), (CUO, TQR), (CUO, OLJ), (CUO, ONI), (HAW, LCV), (HAW, TQR), (HAW, HSQ)]","{CUO: [LCV, TQR, OLJ, ONI],
HAW: [LCV, TQR, HSQ],
LCV: [CUO, HAW],
TQR: [CUO, HAW],
HSQ: [HAW],
OLJ: [CUO],
ONI: [CUO]}","Node CUO is connected to nodes LCV, TQR, OLJ, ONI.
Node HAW is connected to nodes LCV, TQR, HSQ.
Node LCV is connected to nodes CUO, HAW.
Node TQR is connected to nodes CUO, HAW.
Node HSQ is connected to node HAW.
Node OLJ is connected to node CUO.
Node ONI is connected to node CUO.","[CUO, HAW, LCV, TQR, HSQ, OLJ, ONI]",7,7,False,"Find a maximum matching in the bipartite graph.
Nodes set 1 contains: CUO HAW.
Nodes set 2 contains: LCV TQR HSQ OLJ ONI.","[(CUO, TQR), (HAW, LCV)]","To find a maximum matching in the bipartite graph, let's run the Hungarian algorithm step by step.
Firstly, initialize an empty matching {}.
Iterate over nodes in set 1:
Search from node CUO. Updated matching: {LCV: CUO}.
Search from node HAW. Updated matching: {LCV: HAW, TQR: CUO}.
So the maximum matching is ",2,5,26
